case_id,animal,cut,thickness,doneness,equipment,language,status,issue_code,issue_message,response_excerpt
case-001775,Cerdo,panceta,8,juicy_safe,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio indirecto. (10
case-001776,Pork,panceta,8,juicy_safe,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 24 min indirect + 6 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: Cook ge
case-001777,Cerdo,panceta,8,juicy_safe,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar horno: Usa horno para fund
case-001778,Pork,panceta,8,juicy_safe,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 24 min indirect + 6 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat oven: Use oven to render fat slowly. (10 min) 2. Render fat slowl
case-001779,Cerdo,panceta,8,juicy_safe,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio 
case-001780,Pork,panceta,8,juicy_safe,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 24 min indirect + 6 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat s
case-001781,Cerdo,panceta,8,medium_safe,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio indirect
case-001782,Pork,panceta,8,medium_safe,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 24 min indirect + 6 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: C
case-001783,Cerdo,panceta,8,medium_safe,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio indir
case-001784,Pork,panceta,8,medium_safe,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 24 min indirect + 6 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly
case-001785,Cerdo,panceta,8,medium_safe,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio indirecto. (10
case-001786,Pork,panceta,8,medium_safe,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 24 min indirect + 6 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: Cook ge
case-001787,Cerdo,panceta,8,medium_safe,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar horno: Usa horno para fund
case-001788,Pork,panceta,8,medium_safe,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 24 min indirect + 6 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat oven: Use oven to render fat slowly. (10 min) 2. Render fat slowl
case-001789,Cerdo,panceta,8,medium_safe,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio 
case-001790,Pork,panceta,8,medium_safe,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 24 min indirect + 6 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat s
case-001791,Cerdo,panceta,8,well_done,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio indirect
case-001792,Pork,panceta,8,well_done,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 24 min indirect + 6 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: C
case-001793,Cerdo,panceta,8,well_done,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio indir
case-001794,Pork,panceta,8,well_done,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 24 min indirect + 6 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly
case-001795,Cerdo,panceta,8,well_done,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio indirecto. (10
case-001796,Pork,panceta,8,well_done,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 24 min indirect + 6 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: Cook ge
case-001797,Cerdo,panceta,8,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar horno: Usa horno para fund
case-001798,Pork,panceta,8,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 24 min indirect + 6 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat oven: Use oven to render fat slowly. (10 min) 2. Render fat slowl
case-001799,Cerdo,panceta,8,well_done,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio 
case-001800,Pork,panceta,8,well_done,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 24 min indirect + 6 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat s
case-001801,Cerdo,solomillo,2,juicy_safe,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 2 min por lado + 5 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (10 min) 
case-001802,Pork,solomillo,2,juicy_safe,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 2 min per side + 5 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: Sear over direct h
case-001803,Cerdo,solomillo,2,juicy_safe,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 2 min por lado + 5 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zona más suave. (10 
case-001804,Pork,solomillo,2,juicy_safe,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 2 min per side + 5 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 min) 2. Sear side 1
case-001805,Cerdo,solomillo,2,juicy_safe,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 2 min por lado + 5 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas directa/indirecta. (10
case-001806,Pork,solomillo,2,juicy_safe,kamado,en,OK,,,controlled direct heat. Use kamado. 2 min per side + 5 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. Sear side 1: Sear 
case-001807,Cerdo,solomillo,2,juicy_safe,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 2 min por lado + 5 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar sartén: Usa sartén caliente y deja espacio entre pie
case-001808,Pork,solomillo,2,juicy_safe,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 2 min per side + 5 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat pan: Use a hot pan and keep space between pieces. (10 min) 2. Sear side 1: Sear in 
case-001809,Cerdo,solomillo,2,juicy_safe,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 2 min por lado + 5 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (
case-001810,Pork,solomillo,2,juicy_safe,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 2 min per side + 5 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pass: Sear o
case-001811,Cerdo,solomillo,2,medium_safe,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 2 min por lado + 5 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (10 min) 
case-001812,Pork,solomillo,2,medium_safe,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 2 min per side + 5 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: Sear over direct h
case-001813,Cerdo,solomillo,2,medium_safe,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 2 min por lado + 5 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zona más suave. (10 
case-001814,Pork,solomillo,2,medium_safe,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 2 min per side + 5 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 min) 2. Sear side 1
case-001815,Cerdo,solomillo,2,medium_safe,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 2 min por lado + 5 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas directa/indirecta. (10
case-001816,Pork,solomillo,2,medium_safe,kamado,en,OK,,,controlled direct heat. Use kamado. 2 min per side + 5 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. Sear side 1: Sear 
case-001817,Cerdo,solomillo,2,medium_safe,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 2 min por lado + 5 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Calentar sartén medio-alto: Usa sartén caliente y deja espacio e
case-001818,Pork,solomillo,2,medium_safe,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 2 min per side + 5 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10 min) 2. Sear side
case-001819,Cerdo,solomillo,2,medium_safe,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 2 min por lado + 5 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (
case-001820,Pork,solomillo,2,medium_safe,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 2 min per side + 5 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: Sear over 
case-001821,Cerdo,solomillo,2,well_done,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 2 min por lado + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (10 min) 
case-001822,Pork,solomillo,2,well_done,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 2 min per side + 5 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pass: Sear over dire
case-001823,Cerdo,solomillo,2,well_done,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 2 min por lado + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zona más suave. (10 
case-001824,Pork,solomillo,2,well_done,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 2 min per side + 5 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 min) 2. First sear 
case-001825,Cerdo,solomillo,2,well_done,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 2 min por lado + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas directa/indirecta. (10
case-001826,Pork,solomillo,2,well_done,kamado,en,OK,,,controlled direct heat. Use kamado. 2 min per side + 5 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. First sear pass: S
case-001827,Cerdo,solomillo,2,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 2 min por lado + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar sartén y horno: Usa sartén caliente y deja espacio e
case-001828,Pork,solomillo,2,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 2 min per side + 5 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min) 2. First sear p
